epoch,acc,f1_acc,loss,val_acc,val_f1_acc,val_loss
17,0.8002628113061151,0.7809177353566955,0.43096945112700846,0.6742772651094645,0.671170106463614,0.5634409972465304
18,0.8058475693014698,0.7917076039094962,0.4097634306405126,0.6570302254267028,0.6630298494509422,0.5808811493208155
19,0.8235873855679796,0.8050958340334047,0.4014875309617698,0.6642575561608655,0.6674842160102102,0.5952396866683107
20,0.8303219459059987,0.8160240116006598,0.39233687359462743,0.6724704343448644,0.6904932892588842,0.5871640261306712
21,0.8418199725439295,0.8289887061570227,0.3717112014077496,0.6567017090618219,0.6630910272353895,0.6163936956013393
22,0.8600525617912784,0.8436418574367027,0.35949293260662063,0.668363993098952,0.6877526864898973,0.6250878220005511
23,0.8626806846429421,0.8505848540426397,0.34257546983629894,0.675427069880176,0.7114921461267008,0.6813916535791054
24,0.8623521663982827,0.8490649941089745,0.34184272761570483,0.681504600151453,0.715408096802219,0.6435198373456196
25,0.8768068338975643,0.8673589745739599,0.32385001906270894,0.6815046014046388,0.7096793493366116,0.6224082824278442
26,0.8702799479166666,0.8583090156316757,0.3278384159008662,0.6844075520833334,0.71066881219546,0.5751559436321259
27,0.8879763463636892,0.8804030181857195,0.3097296269823468,0.6880749016804388,0.7233367404862553,0.6140445943104297
28,0.8966819975285273,0.8898073066706413,0.2867978515982158,0.6869250963614585,0.71322794248804,0.554338378207599
29,0.8919185282522996,0.8838547158805206,0.29090111719324463,0.7018725369982275,0.7411955660808729,0.5764135638455054
30,0.9030880408750727,0.8959800651916223,0.2657069248611134,0.7007227324624883,0.724835369809385,0.5489679618827931
31,0.8966819975285273,0.8893423517492848,0.28279232618529915,0.7251971082054519,0.7538988293392116,0.5180668012384673
32,0.9017739823863948,0.8971438613890348,0.26778069651549813,0.7240473066460288,0.7600664612341491,0.541008404613951
33,0.9080157670022311,0.9030792254969262,0.2555608445687927,0.7327529578891909,0.7600858074450149,0.49526153522471406
34,0.9058804226140938,0.9013515777406179,0.24693405686947426,0.797306177650582,0.8043137209957438,0.4442069993774148
35,0.9168856768194542,0.9111280893214272,0.2373818720295614,0.7800591335816703,0.7987998420869474,0.4509148858928179
36,0.9098226027012498,0.9040245398898632,0.24868875452159425,0.8056833106490848,0.8180343983364481,0.4222546202202821
37,0.9211563727232223,0.9173603431467314,0.23025330989260553,0.7838370565045992,0.8058198478156101,0.43686358409391596
38,0.9193495396872231,0.9153074075451975,0.22673528746220817,0.8321287796469148,0.8407536228915552,0.389506754400539
39,0.91943359375,0.9159877101580302,0.2243581215540568,0.8172200520833334,0.8300352841615677,0.40143007040023804
40,0.9267411278989093,0.9232480875295972,0.20847095118324013,0.8357424446223757,0.8466662777864353,0.386161037680354
41,0.9229632083439169,0.9202307443894475,0.21884411173957094,0.8485545326469762,0.8557368775391547,0.36912626991447417
42,0.9246057809260766,0.9214971012260849,0.2077442358068035,0.8639947456379914,0.869823517843239,0.35589551878664716
43,0.9277266763669589,0.9253667209214199,0.20750075797997072,0.8856767412084161,0.886703304877889,0.3352138932290121
44,0.9341327204967453,0.9321619283197431,0.18597282996002226,0.8858409993908565,0.8881884353546213,0.3254260870771245
45,0.9285479641461968,0.9241983889750206,0.20194930122105426,0.8940538763999939,0.8932248210625016,0.3213147160336473
46,0.9370893578335114,0.9356966249732871,0.17805142389333828,0.8794349533812915,0.882921347793549,0.34178855670579317
47,0.9402102474784099,0.9390605584707272,0.17510461450876294,0.8981603148262385,0.9012810240907205,0.29975288824402235
48,0.943988171262904,0.9416843575184355,0.17288045452004508,0.9007884364247165,0.9021479302574238,0.3094954161308755
49,0.9400459899225624,0.9384005383812332,0.16898299177983744,0.9011169522413286,0.9039617559129712,0.30759001393042473
50,0.9490801555725027,0.9478963791305853,0.15501600082929437,0.9081800258112643,0.9081155967148469,0.2846476597400595
51,0.9453022323362774,0.9438430803990708,0.15445586279250006,0.8993101177171715,0.8967142460693981,0.30878935399882584
52,0.9523111979166666,0.9511808753013611,0.14174942361811796,0.89990234375,0.8987273921569189,0.29170011729002
53,0.9510512492973137,0.9501263725616615,0.14505567104995015,0.9047306158852797,0.9053446844748849,0.3033865574311646
54,0.95400788530257,0.9529806853280588,0.1307547639140005,0.8966819988600371,0.8956881026870788,0.2858141627010942
55,0.9538436264935367,0.9531442086737353,0.135981029949583,0.8991458603179721,0.8930988730018304,0.3046301717670456
56,0.9579500648414572,0.9560547680955053,0.12622096304354624,0.9219776624605628,0.924291354362974,0.2601055836552233
57,0.9600854124408827,0.9608127716023098,0.1204807528939573,0.8955321965173729,0.8921880504304883,0.2951112248581123
58,0.9590998696904928,0.9573601854771728,0.12352007253489576,0.9160643910766431,0.9161671349159521,0.2703764989247617
59,0.9604139300589493,0.9594588629832875,0.11508287277939129,0.9211563728015464,0.9209366407093644,0.25511691835800704
60,0.964520366448767,0.9641446712452542,0.11222594751243366,0.9063731933235339,0.9024795942331583,0.26347215068324636
61,0.9653416555595147,0.964810423954401,0.1062303962046464,0.9057161636484123,0.9055824825704176,0.26824893670232475
62,0.9659986844513953,0.9657027475467336,0.10699077770995091,0.9280551883456898,0.9271305760322199,0.25459827825368314
63,0.9687910661120922,0.9685589171427151,0.09980543041002109,0.9080157680987685,0.9057398472916282,0.26347390651389585
64,0.9687910636057209,0.9685446987327545,0.09928052220371174,0.9183639942738135,0.9169215848192123,0.24756802326746274
65,0.9715169270833334,0.9712120145559311,0.09383928279081981,0.919921875,0.9186360736687978,0.24397986133893332
66,0.9699408665749779,0.9693963149374011,0.0903588752317366,0.9180354792404426,0.9156301750773356,0.2412295813590249
67,0.9701051227993157,0.9701028420796689,0.08997411788019025,0.9168856788558809,0.9120992846620537,0.2619352529067717
68,0.9696123520115515,0.9689922209011584,0.09353379271777638,0.92904073720536,0.9287195299677404,0.23874498153798057
69,0.9743758205828623,0.9739277730946785,0.08472855896266782,0.9267411315801423,0.9259381761845402,0.2311585914642206
70,0.9753613645864379,0.9754986470851572,0.07569905467399943,0.9250985535936193,0.9229172881736705,0.22884297327832387
71,0.9774967128124563,0.9771079140643096,0.07412098290376688,0.9313403425956054,0.9290230453562642,0.21645156471315727
72,0.9730617619375361,0.9729227606946316,0.07797716634345588,0.9328186574652693,0.9315472007894328,0.22415750271074092
73,0.9779894874381017,0.9780046850560372,0.07442328210494208,0.9372536153110349,0.9361650654740152,0.21040716360025744
74,0.9766754250332185,0.9763019385694988,0.07350873012149538,0.925919841294533,0.9229262681890881,0.22690889930521455
75,0.9801248375438986,0.9799878268298275,0.06555865704034224,0.9260841020616689,0.9230552102670406,0.2213539934267979
76,0.9773324565881185,0.9771404733169095,0.06930241296153501,0.9244415239968219,0.922104840053052,0.22433437992489447
77,0.9796320629965773,0.9795263944568208,0.06792560786635428,0.9407030206942214,0.9396613241025246,0.2037371781198173
78,0.9812825520833334,0.9811045825481415,0.0589612020800511,0.9407552083333334,0.9401492327451706,0.20350897684693336
79,0.9819316675252576,0.981688591951453,0.0575156659132626,0.933147173751826,0.9311464816605998,0.22071267133786707
80,0.9820959275874765,0.9819674303121229,0.06300194507633652,0.9347897500152187,0.9331982199998472,0.20923640051276549
81,0.9801248362907129,0.9798570802427936,0.05920049042958624,0.9367608407637136,0.9353671189833251,0.19609988231148262
82,0.9812746372235432,0.9813041557776944,0.05903852560634525,0.9347897506418116,0.9325056199801892,0.2111006734523134
83,0.9830814716693763,0.9824601712584026,0.05546867290362422,0.9303547971821959,0.9275617120143775,0.21770169829727
84,0.9832457273454454,0.983182965299303,0.05412672896736085,0.9379106429497297,0.9351033651405816,0.22491924985557912
85,0.9857095925629374,0.9855556657217178,0.05105359188517196,0.9410315365891576,0.9398377309020965,0.2051818412330868
86,0.9825886983752408,0.9826499776677295,0.05486320174065432,0.9423455995423096,0.9408155078956865,0.1971517229323005
87,0.9843955301580541,0.9839773980139432,0.05462894815848785,0.9446452033660728,0.943005190415702,0.19227533547621362
88,0.9880091977182105,0.9878942930432093,0.04230466946646199,0.9454664918502276,0.9440837066997523,0.18902147421307383
89,0.987023653009718,0.9869621011493397,0.04467599484065986,0.9388961901645936,0.9372613440988569,0.1981960298510638
90,0.9880091977182105,0.9880233524506729,0.04085055741624669,0.9405387632950221,0.9383633449262451,0.20672359273483812
91,0.9876302083333334,0.9876353442668915,0.03986942286913594,0.94580078125,0.9438559164603552,0.1947215273976326
92,0.9876806832331082,0.9878201573969657,0.04295261707964614,0.9446452021128872,0.9437644588962961,0.19128143924451219
93,0.9885019703857533,0.9883508128499546,0.03844214891145953,0.9425098576464258,0.9404936964659121,0.19469021681730445
94,0.9871879111921583,0.9869758023852274,0.04172180790292606,0.9449737172245822,0.9433148715561855,0.19223757661908433
95,0.9866951378980228,0.986681191586007,0.043442699715553854,0.942838368371971,0.9406753169096096,0.2014608417837128
96,0.989159003193839,0.9891329849439914,0.03698902425898359,0.9505584735751309,0.9489550863866267,0.17965513495202134
97,0.9894875176789413,0.9895422869066998,0.03581346942261155,0.9457950081367844,0.9440484635150073,0.18387542948929614
98,0.987023653009718,0.9869711585489742,0.03915488218176381,0.9476018399979219,0.9469122854544831,0.187582712625392
99,0.9894875144676529,0.9894009527802937,0.0328868881171464,0.9490801561207715,0.9470219271411721,0.17085218321869783
100,0.9906373186117716,0.9905434637752688,0.03089095505245725,0.9374178720836414,0.9346816709727714,0.210854055377093
101,0.9903088022468908,0.9903203699341272,0.032028770615174174,0.9479303558928581,0.9465767556358418,0.19170105770602333
102,0.9908015761676192,0.9907741759672428,0.03309672393404075,0.9508869911931974,0.9496267026733318,0.1746931322770739
103,0.9914586076441951,0.9913913254355632,0.02788577428021506,0.9549934282096081,0.953938406337733,0.16746228038481437
104,0.99072265625,0.9906665881474813,0.030711911463489134,0.94482421875,0.9429621795813242,0.18859603442251682
105,0.9921156391990953,0.9920367040865995,0.027054635697728546,0.9425098532602759,0.9401946096006737,0.18759706213032526
106,0.9912943475819762,0.9912645688351445,0.028529271801613007,0.9375821297961372,0.9351570433135414,0.20617765278289885
107,0.9911300938640099,0.991121163897696,0.030506811996875393,0.9361038103836752,0.9328532919150614,0.19880561109597986
108,0.9927726662111972,0.9925999391564558,0.0252342706891303,0.9305190555212846,0.9263259617320498,0.22452407444823588
109,0.9908015787523147,0.9908220504805857,0.029892907995588677,0.9441524306985302,0.9419369878499486,0.1950028752332918
110,0.992608411866638,0.9925524631561651,0.02383351018077127,0.9495729300414999,0.9482641213043604,0.185421509200734
111,0.9911300912793143,0.991276391232374,0.025939072831074918,0.9482588709262292,0.9462669913151575,0.18103025391521654
112,0.9939224723134185,0.9937920476384607,0.02107571914752899,0.9548291719069462,0.9538880928900489,0.17247932661770207
113,0.9922798929170616,0.9921335163630262,0.022941564110630287,0.9393889628321364,0.9362223500021184,0.1997710693133175
114,0.9934296990192829,0.9935081897208005,0.02052482894441889,0.9549934282096081,0.9535807983634036,0.17288127144047213
115,0.9940867286160804,0.9940463109492629,0.021674489287926316,0.9459592625596677,0.9445253077223799,0.1909455400885483
116,0.9935939559485376,0.9935439377044096,0.022188109661478172,0.9446452039143416,0.9418773828918768,0.1923182387781206
117,0.9933268229166666,0.9934051483869553,0.020027366699650884,0.9485677083333334,0.9468484173218409,0.17665733521183333
118,0.9947437562547752,0.9946008422528241,0.018403854436496867,0.9482588677149408,0.9463156212645041,0.19693276812854796
119,0.9937582127994683,0.9938076181574658,0.018390391100291042,0.9505584741233997,0.949245000324174,0.18516687925479103
120,0.9944152423962657,0.9944558993432274,0.018720097433526005,0.9561432303956241,0.9548105407168455,0.17841567390851687
121,0.9947437588394706,0.9946647530786311,0.019823315068736733,0.9541721430150657,0.9522581846892598,0.17029756346763983
122,0.9954007884362681,0.995333743001409,0.016485026201083962,0.9549934282879322,0.9543272274865741,0.17114949011967154
123,0.9940867292426732,0.9940934658207186,0.020978071356042925,0.9502299615963999,0.9480709539293146,0.1770742370718882
124,0.9958935611038108,0.9958965787749723,0.017148489677120838,0.951544019458485,0.9504576131172782,0.19724548728487964
125,0.9935939565751305,0.9934992393902191,0.01738095132612015,0.9563074905361671,0.9549425485569607,0.1620318818930414
126,0.9949080163953182,0.9948832890833881,0.016087202816643557,0.946287777828011,0.9439844134289395,0.19950809814378562
127,0.9960578192862511,0.9960233459491454,0.014369947853548337,0.9561432336852366,0.9552986624206412,0.17132300990248164
128,0.9945795025368088,0.9945188236769176,0.01768185525799706,0.9558147179469486,0.9543199250168619,0.1701804610965443
129,0.994579501283623,0.994604774436249,0.01518629039435815,0.9472733230064483,0.9453639198540075,0.18186171591751835
130,0.99609375,0.9961130917072296,0.01422206568531692,0.9501953125,0.9483454575141271,0.18868644908070564
131,0.9954007903160467,0.9954072461804955,0.01474230403249469,0.9477660957523151,0.9463312526413395,0.18317481134277763
132,0.9973718797330318,0.9973325203032124,0.009064178973186697,0.9536793697209301,0.9525963323345009,0.18535227123917167
133,0.9945795019102159,0.9945434747794925,0.01851828168201384,0.9518725340219114,0.9502291310475784,0.17795821223481412
134,0.9962220780952845,0.9961626546924907,0.01268932801205053,0.9495729294932311,0.9476759484657007,0.19402973394982917
135,0.9957293054277417,0.9957557046460416,0.0139433972870395,0.9505584735751309,0.9484455902692366,0.18318812974022503
136,0.9955650466187085,0.9955053264458765,0.013663920307098723,0.9480946140752985,0.9474583590077664,0.1985550475418176
137,0.9967148501362343,0.996761354917609,0.01226746491994831,0.950229960891483,0.9481961116997547,0.184182401966798
138,0.9957293015898605,0.9956959037210562,0.013999723747333465,0.9543364006492374,0.9523536286435522,0.18671222642044513
139,0.9947437600926563,0.9947295246080406,0.01509914748400019,0.9472733224581795,0.9456657326331119,0.19331080408744838
140,0.9972076221771842,0.9972145469680566,0.009291306069505042,0.9538436253186751,0.9522867658605086,0.17087718237401936
141,0.9972076221771842,0.9971454642448726,0.009341759743039225,0.9587713519157781,0.957381393060421,0.1710570237443889
142,0.9958935617304037,0.9958916821868284,0.01321472337716669,0.9433311436242092,0.9414715922771709,0.20339322438691199
143,0.99560546875,0.9956457366545995,0.012215389792496959,0.9501953125,0.9487214932839075,0.18831725418567657
144,0.9968791064388962,0.996823966268171,0.011803970724814199,0.949080158705467,0.9471211891606666,0.19158278156987316
145,0.9973718797330318,0.9973770893826278,0.011990426305275161,0.958442837587324,0.9572756961673381,0.16260638269112396
146,0.9973718791064389,0.9973739042545273,0.01008736024611922,0.9477660950473981,0.9457635475364213,0.19156675477378785
147,0.996879107065489,0.9968532144475077,0.010606620586801532,0.9572930353229838,0.9552123657820573,0.1671913215467087
148,0.9973718797330318,0.9974171340700518,0.00871592039749046,0.9531865976016562,0.952206493755521,0.17641768863965585
149,0.9954007896894538,0.9953967241200762,0.013829338322693431,0.9569645181748619,0.9560194216795882,0.1807289190502267
150,0.9960578192862511,0.9960031308889702,0.010864418222105104,0.9577858099486292,0.9565124339405716,0.1775215846069069
151,0.9975361372888794,0.9975373158317045,0.008205510190052914,0.9479303526032457,0.9468030670312638,0.19398244539870538
152,0.9960578205394369,0.996030982236198,0.013388995848517772,0.9457950082151084,0.9434934945363409,0.1946464843372478
153,0.9968791076920819,0.9969331624473441,0.012120040125028767,0.9568002645352197,0.9552773606134933,0.16882368512990126
154,0.9972076221771842,0.9971779714119419,0.009080439714198436,0.9530223401241328,0.9518794827016361,0.19185542934984165
155,0.9967148507628272,0.9967092308515632,0.009573329511770437,0.9541721404303702,0.9524478579476064,0.18223759152102878
156,0.9983723958333334,0.9983574748039246,0.006898480894354482,0.9583333333333334,0.9574827551841736,0.17827484011650085
157,0.9985216819973719,0.9985377929527092,0.007438011205560588,0.9479303531515144,0.945934399747034,0.20282145426088502
158,0.9970433646213366,0.9970011031267364,0.008959129974050215,0.9581143217707119,0.9570612210325123,0.18128861821747327
159,0.9978646524005744,0.9979356803029344,0.006849622027764926,0.9520367953373161,0.9500245531034532,0.2003699256383793
160,0.9978646517739816,0.9978424954508357,0.0057127649067324655,0.950886988686826,0.9497307774741766,0.1982260259668711
161,0.9967148488830486,0.9967314811636364,0.009940279141048877,0.9569645208378815,0.9557338963983564,0.1978510913295909
162,0.9970433639947438,0.9970184055483764,0.011620571457446797,0.9577858066590168,0.9565912497654537,0.17337704595770692
163,0.9973718797330318,0.9973373610462685,0.007095755696230606,0.9497371888505332,0.9477512722103104,0.21400429983959876
164,0.9977003948447268,0.9976656393058666,0.007888509254320065,0.950229962301317,0.9495185344980518,0.19848414580001153
165,0.99835742569471,0.9983530658616656,0.006737825692032859,0.9528580818633682,0.9509329003197449,0.1961738145696036
166,0.9983574250681172,0.9983445900185193,0.006003393419576459,0.9520367954156402,0.9505878026632693,0.19048944428935158
167,0.9975361372888794,0.9975606467814703,0.008480637460645979,0.9430026271026802,0.9405626548887396,0.220399129876326
168,0.998850197109067,0.9988352390845721,0.004889485420128049,0.9439881718894969,0.9420387384612676,0.21421064802600895
169,0.99853515625,0.9985559831062952,0.004801187615764017,0.9485677083333334,0.9471114625533422,0.20461354032158852
170,0.9986859395532195,0.9987014790558784,0.006072662930608863,0.9411957953198667,0.9384966802816354,0.21971979010825715
171,0.9960578205394369,0.9960205656000255,0.009976486497988213,0.9241130113914982,0.9202153989739237,0.2590445923115985
172,0.996879107065489,0.9968555121634856,0.008104130809296917,0.9436596567778017,0.9408072650667559,0.21443570817425436
173,0.9980289112096077,0.9980469396957117,0.006634126793049795,0.9379106449078323,0.9341985095346178,0.22857473077896234
174,0.9981931668856767,0.99815069391599,0.007342821648270968,0.9402102499847813,0.9379790541220275,0.21763739009411043
0,0.5042317708333334,0.456268052260081,0.6940458466609319,0.515625,0.6701565434535345,0.6922456572453181
1,0.5308804195202916,0.5545184580161286,0.6903215411771456,0.5156044659257405,0.6678531732258439,0.6907516155543685
2,0.5446780534674084,0.5828206359008609,0.6866520664381761,0.517411302877945,0.6644668130304434,0.6903486243998644
3,0.5740801592537358,0.6194902674127346,0.6755741502546293,0.5275952695390398,0.6753266357404331,0.6895691306769612
4,0.6013469118013018,0.6422152389208058,0.6699853057773605,0.5088699061359901,0.13995174670031443,0.696345349962232
5,0.6205650447389299,0.6271422040916774,0.6526110545094473,0.5450065724169848,0.2651050521572379,0.6912742964384904
6,0.634198422500871,0.6433851876334041,0.6350514606013404,0.4893232589090701,0.20794640947500448,0.7006675721624678
7,0.6534165577882223,0.6459364410142234,0.6203211957145771,0.5165900129056321,0.24316149734636175,0.7030789965712287
8,0.6629434955574367,0.6503960823887438,0.6125192375126712,0.5277595270165633,0.28312469276742774,0.7004108786113002
9,0.6792049918632156,0.6825184385034008,0.5896416069956866,0.49786465247889855,0.1700857846597491,0.725535504608054
10,0.7117279916805914,0.7042075540483703,0.5570716033940559,0.6246714849666289,0.5048938688091473,0.6632178613766734
11,0.7247043342847235,0.7155932954827057,0.5331109009497113,0.6227003947664028,0.49555238619270525,0.661808825197107
12,0.7273324559615256,0.7140203633696898,0.5273705859535157,0.6087384998563398,0.45308693221301505,0.676467418514006
13,0.7522786458333334,0.7444697121779124,0.49091259638468426,0.67041015625,0.5952141781648,0.610496997833252
14,0.7757884343882898,0.7745796648024259,0.4525270825851606,0.6570302242518411,0.5750493204390016,0.6337899709813072
15,0.7764454654732452,0.7539118972463771,0.4592876536930751,0.691852827031415,0.6475283335135581,0.5792259276304859
16,0.8097897511900802,0.7999980087035902,0.4140139165360104,0.683639946576017,0.6439933440845054,0.5960713204353774
17,0.8219448080514014,0.8067297757690118,0.4070711194998958,0.6913600528757143,0.6698411692144366,0.56669780404433
18,0.8350854151039023,0.8205103224899704,0.3869707897677528,0.6787122199005899,0.6622358544897312,0.5771352987095185
19,0.8368922480615774,0.8211965648636085,0.38524548950239174,0.6892247022216486,0.6802224829381774,0.5521906197619344
20,0.8474047312442012,0.8343184544128438,0.3657688059882015,0.6670499343753018,0.6841281520082823,0.5812029176723315
21,0.855453352107325,0.8448192550067676,0.3595111437837022,0.685939555412523,0.7035142979076752,0.57477115080955
22,0.851839683293983,0.8333000814867709,0.36252127053233235,0.6885676751312225,0.7069374351871155,0.5665857784068224
23,0.8741787109675765,0.8631898149867565,0.339890073500231,0.6716491453907649,0.7016374229914882,0.599394093831798
24,0.8749999980418973,0.8666166001331164,0.3158114496104507,0.6834756895684382,0.6964281688538551,0.5744553211484099
25,0.8850197123948598,0.8740620903680578,0.3190644226782269,0.6719776630871556,0.6999745142600853,0.5828247187015418
26,0.8763020833333334,0.8662641942501068,0.3221265872319539,0.6808268229166666,0.7139289230108261,0.5512893249591192
27,0.8866622871700943,0.8777718535390696,0.3115749452728166,0.6801905370416529,0.7169529051567659,0.5571251313413803
28,0.9016097242039544,0.8957182856646223,0.2795266534119805,0.6867608395105279,0.7116058769583232,0.5292228057725984
29,0.891425755663081,0.8826481146192112,0.29415375229250273,0.6980946132137333,0.7351441471868057,0.5023470870298719
30,0.905059134129939,0.8968699368478121,0.26632175487851656,0.6746057816309935,0.7149480259371493,0.5306135654136166
31,0.9001314054964094,0.893468580484077,0.2724618345068256,0.6946452044626104,0.7378767909734227,0.5065446389489042
32,0.9071944791446691,0.9029850919832538,0.250263985877908,0.700394216489228,0.7455346535759123,0.5227213613933709
33,0.9129434954791126,0.9084224070418679,0.24434976015391707,0.6969448092262629,0.7424081767592261,0.491877367673503
34,0.9122864673704731,0.9079444647305271,0.24596358653593628,0.7143561082663267,0.7529651307245122,0.4837895123466712
35,0.9103153746638756,0.9033856811723947,0.25145730340997746,0.7708607084177796,0.7938780396119367,0.4634907866746148
36,0.9178712222328638,0.9141719661623671,0.22666457109398033,0.8068331135400179,0.8164286163100745,0.43299175001945195
37,0.9224704351281054,0.9183671523017732,0.2225627288241894,0.8038764772214652,0.819943804543529,0.4324246296823103
38,0.9214848886181585,0.9173964444503835,0.22008898294238316,0.8224375818154815,0.8254144028827802,0.4211422941217911
39,0.92431640625,0.9203843176364899,0.21495690445105234,0.79296875,0.8075568129618963,0.4341886763771375
40,0.9316688584122176,0.9271266781547536,0.19881375927022815,0.7889290390127435,0.8067244822342982,0.44311274703636117
41,0.927726675740366,0.924693352994405,0.2093467749410484,0.8193166895075634,0.8283543975218524,0.4147218828837286
42,0.9303547953024174,0.9273392841631104,0.20006314141286657,0.8219448091479388,0.8313713306353064,0.40994673403427884
43,0.9316688570807077,0.9291417582276303,0.1934938138637217,0.8662943514981815,0.8640969684653463,0.35876875978731765
44,0.9331471732035573,0.93080308254069,0.18024835207850798,0.8526609703683039,0.855185716600205,0.38519630822966194
45,0.9380748992523915,0.9343435489395131,0.1797767395493862,0.8776281194837272,0.872184800099136,0.3538198506315184
46,0.9382391575914801,0.9364366850151182,0.17688485335818102,0.8579172129386671,0.8599680521171761,0.3705924147845254
47,0.9444809458102252,0.943532930488812,0.15837758712950267,0.8725361384637409,0.8763996589826065,0.34004263530892864
48,0.9474375831469913,0.945215078675324,0.15297054778417368,0.8795992121903248,0.8795865042607511,0.33435267558548987
49,0.9423455975842069,0.9407814420789049,0.15457144080026078,0.8848554546823639,0.8845674811462222,0.3317475661576656
50,0.9507227311309784,0.9493961479128112,0.13973360851348307,0.8961892254092534,0.894745461182588,0.3132037306583821
51,0.9520367934575376,0.9504423989729561,0.13661772341671818,0.8909329817423526,0.8915039096492662,0.3267283866110988
52,0.9514973958333334,0.9503820886214575,0.13461636068920294,0.8888346354166666,0.887778585155805,0.3450331836938858
53,0.9574572914689975,0.9565228695311778,0.12609548367432633,0.8950394219700516,0.8956698137733219,0.3278348883724087
54,0.9572930364978455,0.9560682732078312,0.11824605082322044,0.9012812097971762,0.9015053354800923,0.31564700489915154
55,0.9599211574697306,0.9590916385318541,0.11757642473247142,0.9048948760258227,0.9014418136901203,0.316217492193806
56,0.9623850188493416,0.9608122180075276,0.11137261561824208,0.9208278583164441,0.9224234978410167,0.26056695677604375
57,0.9664914590770406,0.967321521035945,0.10283999329092625,0.9159001335207956,0.9144998361183999,0.2764636857750851
58,0.9620565024844607,0.9601398840370379,0.10700359227779503,0.917871221684595,0.9183798333661785,0.26628142939917204
59,0.9702693815300248,0.9695618503510404,0.09231075728691517,0.9260840982237877,0.9253657576132385,0.24672023286252392
60,0.9686268079296518,0.9682584149608787,0.08791059587498376,0.9216491467222747,0.9194503359193088,0.2678027468269664
61,0.9756898803247259,0.9753463493070214,0.08133016410191958,0.9239487525041408,0.9249063472553559,0.25139107775437536
62,0.977332458389573,0.9772710365472109,0.07425960647762213,0.9351182664584237,0.9344115024640588,0.22541995229060013
63,0.973883050421691,0.9736618779491971,0.07927196370082835,0.9154073581902332,0.9149612659067111,0.277622032063706
64,0.9758541373323047,0.9757292849475545,0.0763439997276793,0.9145860729956908,0.9113642631316466,0.2637368956392291
65,0.9788411458333334,0.9784983148177465,0.06692227255553007,0.9176432291666666,0.916155606508255,0.25368984291950863
66,0.9807818646343246,0.9805725342967351,0.06574604733211922,0.9131077550713869,0.9101969685097092,0.27716073828520504
67,0.9809461228167651,0.9808464771657986,0.06360848722844807,0.9204993432047489,0.9172226564173003,0.25576687748109467
68,0.978646516956575,0.9782446049516054,0.06313317714555192,0.9221419204863549,0.920746804458553,0.268561181821585
69,0.9840670163778689,0.9839704774525726,0.05121435272004382,0.9139290427723006,0.9110910042670021,0.2778623516471878
70,0.9842312751869021,0.984281884386411,0.05429049246453738,0.919842311728173,0.9166963398848194,0.2643759139616449
71,0.9852168192688019,0.9849808611631706,0.047899174603111015,0.9155716184091004,0.9117106707587975,0.2740109224905322
72,0.9824244426991717,0.9823545331867233,0.05312959306460956,0.9188567676462732,0.9154067098232825,0.2748978520387419
73,0.9865308790889895,0.9865733077272323,0.0471838385982833,0.9193495422719186,0.9164198582965034,0.2538554622215291
74,0.9857095913097517,0.9855140175831929,0.04659491979594143,0.9170499345319499,0.9126902639317607,0.30756088699680434
75,0.9878449401623629,0.987812221441883,0.04185273225630943,0.9170499339053572,0.913506661232135,0.2793944140849696
